archiveType,climateInterpretation_variable,climateInterpretation_variableDetail,dataSetName,datasetId,geo_meanElev,geo_meanLat,geo_meanLon,geo_siteName,originalDataURL,originalDatabase,paleoData_notes,paleoData_proxy,paleoData_sensorSpecies,paleoData_units,yearUnits
marine sediment,temperature,sea@surface,O2kLR-SouthAtlantic.Leduc.2010,pages2k_LPDa77273bb,-97.0,-29.14,16.72,"South Atlantic, West Africa",http://doi.pangaea.de/10.1594/PANGAEA.776883,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally temp_C; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally annual,alkenone,N/A,degC,CE
coral,temperature,sea@surface,Ocean2kHR-IndianRedSeaFelis2000,pages2k_Ocean2kHR_019,-6.0,27.85,34.32,Red Sea,https://www.ncdc.noaa.gov/paleo/study/1861,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally bimonthly,d18O,N/A,permil,CE
tree,temperature,air@surface,NAm-GB,pages2k_NAm_028,700.0,37.0,-116.5,Great Basin 4500yr Composite Chronology,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PILO,N/A,CE
tree,temperature,air@surface,Asia-KUNASH,pages2k_Asia_110,3920.0,43.88,145.6,RUSS219,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-ca528,pages2k_NAm_616,3291.0,36.5,-118.2,Flower Lake,https://www.ncdc.noaa.gov/paleo/study/3355,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PIBA,N/A,CE
coral,temperature,sea@surface,Ocean2kHR-PacificMaianaUrban2000,pages2k_Ocean2kHR_177,-6.0,1.0,173.0,Maiana,https://www.ncdc.noaa.gov/paleo/study/1859,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally bimonthly,d18O,Porites,permil,CE
lake sediment,temperature,air@surface,NAm-L_Noir,pages2k_NAm_3853,176.0,45.8,-75.1,Lac Noir,https://www.ncdc.noaa.gov/paleo/study/18735,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally June-August,pollen,N/A,degC,CE
tree,temperature,air@surface,Arc-DArrigo2006Yuk,pages2k_Arc_008,300.0,67.9,-140.7,Yukon,https://www.ncdc.noaa.gov/paleo/study/13758,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-cana434,pages2k_NAm_2116,2050.0,51.7,-116.5,Bow Summit/Peyto Lake,https://www.ncdc.noaa.gov/paleo/study/16592,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PCEN,N/A,CE
tree,temperature,air@surface,Asia-UNDULS,pages2k_Asia_160,2950.0,48.98,103.22,MONG012,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
lake sediment,temperature,air@surface,Arc-LakePieni-Ka.Luoto.2010,pages2k_Arc_049,188.4,64.28,30.12,Lake Pieni-Kauro,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,chironomid,N/A,degC,CE
tree,temperature,air@surface,NAm-wa083,pages2k_NAm_3472,1800.0,48.7,-118.3,Sherman Creek Pass,https://www.ncdc.noaa.gov/paleo/study/2850,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,LAOC,N/A,CE
tree,temperature,air@surface,NAm-wa083,pages2k_NAm_3484,1800.0,48.7,-118.3,Sherman Creek Pass,https://www.ncdc.noaa.gov/paleo/study/2850,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,MXD,LAOC,N/A,CE
lake sediment,temperature,air@surface,NAm-Ruby_L,pages2k_NAm_3816,335.0,45.3,-91.5,Ruby Lake,https://www.ncdc.noaa.gov/paleo/study/6221,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally July,pollen,N/A,degC,CE
glacier ice,temperature,air@condensationLevel,Ant-DomeC.Stenni.2001,pages2k_Ant_012,3233.0,-75.1,123.39,Dome C,https://www.ncdc.noaa.gov/paleo/study/2492,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Multi-annual averages; archiveType changed - was originally ice core,d18O,N/A,permil,CE
tree,temperature,air@surface,Asia-SJT,pages2k_Asia_114,1950.0,35.73,138.22,JAPA016,https://www.ncdc.noaa.gov/paleo/study/15211,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-wy030,pages2k_NAm_3712,3235.0,41.4,-106.2,Sheep Trail,https://www.ncdc.noaa.gov/paleo/study/2875,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PCEN,N/A,CE
tree,temperature,air@surface,NAm-wy030,pages2k_NAm_3724,3235.0,41.4,-106.2,Sheep Trail,https://www.ncdc.noaa.gov/paleo/study/2875,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,MXD,PCEN,N/A,CE
tree,temperature,air@surface,NAm-cana359,pages2k_NAm_1936,915.0,59.8,-136.6,Nadahini,https://www.ncdc.noaa.gov/paleo/study/15369,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Annual,TRW,PCSI,N/A,CE
tree,temperature,air@surface,Asia-11YCT,pages2k_Asia_080,4100.0,27.58,99.28,CHIN038,https://www.ncdc.noaa.gov/paleo/study/14889,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
glacier ice,temperature,air@condensationLevel,Arc-NGTB16.Fischer.1998,pages2k_Arc_026,3040.0,73.94,-37.63,NGT B16,https://doi.pangaea.de/10.1594/PANGAEA.218274,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 6/7/2008; archiveType changed - was originally ice core; climateInterpretation_seasonality changed - was originally 6/7/2008,d18O,N/A,permil,CE
tree,temperature,air@surface,Asia-KHELLS,pages2k_Asia_147,2800.0,49.92,91.57,MONG009,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
marine sediment,temperature,sea@surface,Arc-VoringPlateau.Berner.2011,pages2k_Arc_037,-1048.0,66.97,7.64,Vøring Plateau,https://www.ncdc.noaa.gov/paleo/study/17475,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,diatom,N/A,degC,CE
marine sediment,temperature,sea@surface,O2kLR-WesternAntarcticPeninsula.Shevenell.2011,pages2k_LPD2a3997a7,-1011.0,-64.87,-64.2,Western Antarctic Peninsula,https://doi.pangaea.de/10.1594/PANGAEA.769699,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally temp_C; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally SO,TEX86,N/A,degC,CE
tree,temperature,air@surface,Asia-HENTLS,pages2k_Asia_145,2900.0,48.35,107.47,MONG021,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
marine sediment,temperature,sea@surface,O2kLR-SouthChinaSea.Zhao.2006,pages2k_LPD44b374e7,-1598.0,8.73,109.869,South China Sea,http://doi.pangaea.de/10.1594/PANGAEA.758916,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally temp_C; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally Annual,alkenone,N/A,degC,CE
tree,temperature,air@surface,Asia-MANDLS,pages2k_Asia_151,4400.0,46.82,100.12,MONG026,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-HBLXJP,pages2k_Asia_058,4000.0,34.78,100.82,HBLXJP,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-cana155,pages2k_NAm_1408,160.0,64.0,-103.9,Hornby Cabin,https://www.ncdc.noaa.gov/paleo/study/3598,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PCGL,N/A,CE
tree,temperature,air@surface,Arc-Indigurka.Hughes.1999,pages2k_Arc_016,80.0,69.5,147.0,Indigirka,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 6/7/2016; climateInterpretation_seasonality changed - was originally 6/7/2016,TRW,N/A,N/A,CE
glacier ice,temperature,air@condensationLevel,Ant-WDC05A.Steig.2013,pages2k_Ant_030,1806.0,-79.46,-112.09,WDC05A,http://dx.doi.org/10.7265/N5QJ7F8B,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Mean annual values; archiveType changed - was originally ice core,d18O,N/A,permil,CE
tree,temperature,air@surface,NAm-cana062,pages2k_NAm_1012,1000.0,56.2,-67.7,Lac Romanel (Feucht),https://www.ncdc.noaa.gov/paleo/study/4499,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PCMA,N/A,CE
tree,temperature,air@surface,NAm-cana062,pages2k_NAm_1024,1000.0,56.2,-67.7,Lac Romanel (Feucht),https://www.ncdc.noaa.gov/paleo/study/4499,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,MXD,PCMA,N/A,CE
documents,temperature,air@surface,Asia-FujianandTai.Wang.1998,pages2k_Asia_321,3700.0,24.0,121.0,Fujian and Taiwan,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally annual,historic,N/A,index,CE
tree,temperature,air@surface,NAm-az555,pages2k_NAm_568,2700.0,32.5,-110.8,Mt. Lemon,https://www.ncdc.noaa.gov/paleo/study/2838,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,MXD,PSME,N/A,CE
coral,temperature,sea@surface,Ocean2kHR-PacificClippertonClipp4bWu2014,pages2k_Ocean2kHR_187,-13.0,10.2773,-109.2131,Clipperton,https://www.ncdc.noaa.gov/paleo/study/17380,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally Sr_Ca; climateInterpretation_seasonality changed - was originally monthly; paleoData_variableName changed - was originally Sr_Ca,Sr/Ca,Porites lobata,mmol/mol,CE
glacier ice,temperature,air@condensationLevel,Arc-Agassiz.Vinther.2008,pages2k_Arc_032,1700.0,80.7,-73.1,Agassiz,https://www.ncdc.noaa.gov/paleo/study/11131,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; archiveType changed - was originally ice core,d18O,N/A,permil,CE
tree,temperature,air@surface,Asia-QAMDPB,pages2k_Asia_218,2500.0,31.12,97.03,CHIN047,https://www.ncdc.noaa.gov/paleo/study/15129,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-CHOLPB,pages2k_Asia_217,3300.0,31.95,98.87,CHIN042,https://www.ncdc.noaa.gov/paleo/study/14928,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
marine sediment,temperature,sea@surface,O2kLR-CapeHatteras.Cléroux.2012,pages2k_O2kLR_101,-620.0,34.973,-75.201,Cape Hatteras,http://doi.pangaea.de/10.1594/PANGAEA.776444,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),"CLE2008: Cleroux et al., 2008 North Atlantic core top calibration for G. ruber (white); paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally JJA",foram Mg/Ca,N/A,degC,CE
sclerosponge,temperature,sea@surface,Ocean2kHR-AtlanticMontegoBayHaaseSchramm2003,pages2k_Ocean2kHR_126,-20.0,18.4667,-77.95,Montego Bay Jamaica,https://www.ncdc.noaa.gov/paleo/study/1878,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally -12 -11 -10 -9 -8 1 2 3 4 5 6 7,d18O,nicholsoni,permil,CE
sclerosponge,temperature,sea@surface,Ocean2kHR-AtlanticMontegoBayHaaseSchramm2003,pages2k_Ocean2kHR_127,-20.0,18.4667,-77.95,Montego Bay Jamaica,https://www.ncdc.noaa.gov/paleo/study/1878,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally Sr_Ca; climateInterpretation_seasonality changed - was originally -12 -11 -10 -9 -8 1 2 3 4 5 6 7; paleoData_variableName changed - was originally Sr_Ca,Sr/Ca,nicholsoni,mmol/mol,CE
documents,temperature,air@surface,Asia-EastChinareg.Wang.1998,pages2k_Asia_318,3300.0,34.0,120.0,East China region,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally annual,historic,N/A,index,CE
lake sediment,temperature,air@surface,Arc-HaltiaHovi2007,pages2k_Arc_014,95.0,63.62,29.1,Lake Lehmilampi,http://www.ncdc.noaa.gov/paleo/study/8661,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 12 1 2 3,varve thickness,N/A,mm,CE
marine sediment,temperature,sea@surface,O2kLR-RAPiD-12-1K.Thornalley.2009,pages2k_LPDb17a5e9e,-1938.0,62.08,-17.82,"RAPiD-12-1K, South Iceland Rise, northeast North Atlantic",ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/thornalley2009/thornalley2009.txt,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally temp_C; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally MJJ,foram Mg/Ca,N/A,degC,CE
tree,temperature,air@surface,NAm-me010,pages2k_NAm_2704,930.0,44.8,-70.8,Elephant Mountain,https://www.ncdc.noaa.gov/paleo/study/2949,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,MXD,PCRU,N/A,CE
coral,temperature,sea@surface,Ocean2kHR-PacificLinsley2006FijiAB,pages2k_Ocean2kHR_156,-10.0,-16.8167,179.2333,Savusavu Bay,https://www.ncdc.noaa.gov/paleo/study/16216,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally monthly,d18O,lutea,permil,CE
tree,temperature,air@surface,Asia-ZURTLS,pages2k_Asia_164,3600.0,46.52,100.95,MONG032,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
coral,temperature,sea@surface,Ocean2kHR-AtlanticDryTortugasDeLong2014,pages2k_Ocean2kHR_123,-4.0,24.6,-82.3,Dry Tortugas,https://www.ncdc.noaa.gov/paleo/study/16217,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally Sr_Ca; climateInterpretation_seasonality changed - was originally monthly; paleoData_variableName changed - was originally Sr_Ca,Sr/Ca,siderea,mmol/mol,CE
tree,temperature,air@surface,NAm-ca529,pages2k_NAm_628,3261.0,36.3,-118.4,Timber Gap Upper,https://www.ncdc.noaa.gov/paleo/study/3413,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PIBA,N/A,CE
tree,temperature,air@surface,Asia-PHUMTD,pages2k_Asia_027,1450.0,27.7,90.77,BT003,https://www.ncdc.noaa.gov/paleo/study/12486,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-wy023,pages2k_NAm_3652,2580.0,44.4,-110.1,Sylvan Pass bei Cody,https://www.ncdc.noaa.gov/paleo/study/2858,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,MXD,PCEN,N/A,CE
tree,temperature,air@surface,NAm-cana210,pages2k_NAm_1564,25.0,56.9,-61.5,Medusa Bay,https://www.ncdc.noaa.gov/paleo/study/2923,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,PCGL,N/A,CE
tree,temperature,air@surface,Asia-DskJUE,pages2k_Asia_197,2760.0,35.45,74.78,PAKI025,https://www.ncdc.noaa.gov/paleo/study/15320,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-OVOOLS,pages2k_Asia_154,1700.0,49.87,91.43,MONG029,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-BLKALS,pages2k_Asia_064,4150.0,43.85,93.3,CHIN029,https://www.ncdc.noaa.gov/paleo/study/12610,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-UKHLWW,pages2k_Asia_020,1750.0,50.15,85.37,"Altai Mt., Ust Koksa Hill",https://www.ncdc.noaa.gov/paleo/study/4707,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,NAm-ak021,pages2k_NAm_184,650.0,60.0,-141.7,Miners Well,https://www.ncdc.noaa.gov/paleo/study/5244,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,TSME,N/A,CE
tree,temperature,air@surface,Asia-Jabe.Ovchinnikov.2000,pages2k_Asia_003,1450.0,50.87,85.23,"Altai Mt., Jablonsky Pass.",https://www.ncdc.noaa.gov/paleo/study/15344,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-DLH2,pages2k_Asia_085,3000.0,37.47,97.22,CHIN051,https://www.ncdc.noaa.gov/paleo/study/15133,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
lake sediment,temperature,air@surface,Arc-Bird2009,pages2k_Arc_001,1275.0,68.09,-150.47,Blue Lake,http://www.ncdc.noaa.gov/paleo/study/6192,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 6/7/2008; climateInterpretation_seasonality changed - was originally 6/7/2008,varve thickness,N/A,cm,CE
marine sediment,temperature,sea@surface,O2kLR-KNR140.Saenger.2011,pages2k_LPDa2107e77,-1205.0,32.977,-76.316,"KNR140‐2‐59GGC, Carolina Slope, western North Atlantic",http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:3800011116671332::::P1_STUDY_ID:11816,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally temp_C; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally Annual,foram Mg/Ca,N/A,degC,CE
tree,temperature,air@surface,Asia-BDFLON,pages2k_Asia_229,3900.0,12.22,108.73,VIET001,https://www.ncdc.noaa.gov/paleo/study/10453,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-KERALA,pages2k_Asia_106,3100.0,10.0,76.67,KERALA,https://www.ncdc.noaa.gov/paleo/study/14188,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
glacier ice,temperature,air@condensationLevel,Arc-NGTB18.Fischer.1998,pages2k_Arc_027,2508.0,76.62,-36.4,NGT B18,https://doi.pangaea.de/10.1594/PANGAEA.57158,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 6/7/2008; archiveType changed - was originally ice core; climateInterpretation_seasonality changed - was originally 6/7/2008,d18O,N/A,permil,CE
speleothem,temperature,air@condensationLevel,Africa-ColdAirCave.Sundqvist.2013,pages2k_Africa_001,1450.0,-24.0,29.18,Cold Air Cave,https://www.ncdc.noaa.gov/paleo/study/14349,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,d18O,N/A,permil,CE
tree,temperature,air@surface,NAm-cana358,pages2k_NAm_1924,931.0,59.9,-136.8,Blanchard River,https://www.ncdc.noaa.gov/paleo/study/15368,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Annual,TRW,PCSI,N/A,CE
tree,temperature,air@surface,NAm-ak117,pages2k_NAm_3760,200.0,67.0,-152.0,Northern Alaska Composite,https://www.ncdc.noaa.gov/paleo/study/13710,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,MXD,PCGL,N/A,CE
tree,temperature,air@surface,Asia-MTASSP,pages2k_Asia_108,3730.0,43.77,142.55,JAPA008,https://www.ncdc.noaa.gov/paleo/study/3060,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
coral,temperature,sea@surface,Ocean2kHR-AtlanticMexicoVasquez2012,pages2k_Ocean2kHR_131,-3.1,20.83,-86.74,"Punta Maroma, Mexico",https://www.ncdc.noaa.gov/paleo/study/13284,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally extensionRate; paleoData_proxy changed - was originally extensionRate; climateInterpretation_seasonality changed - was originally annual,calcification,siderea,mm/yr,CE
glacier ice,temperature,air@condensationLevel,Ant-DSS.Moy.2012,pages2k_Ant_011,1370.0,-66.77,112.807,DSS,https://data.aad.gov.au/metadata/records/LD2012-d18O-Native-age,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Mean annual values; archiveType changed - was originally ice core,d18O,N/A,permil,CE
tree,temperature,air@surface,Asia-Kur2.Magda.2011,pages2k_Asia_004,2000.0,50.3,87.83,"Altai Mt., Kuraisky Ridge",https://www.ncdc.noaa.gov/paleo/study/15345,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-SUMELS,pages2k_Asia_158,4100.0,47.43,100.42,MONG014,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
lake sediment,temperature,air@surface,Arc-HalletLake.McKay.2008,pages2k_Arc_073,1128.0,61.5,-146.2,Hallet Lake,https://www.ncdc.noaa.gov/paleo/study/6199,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 6/7/2008; climateInterpretation_seasonality changed - was originally 6/7/2008,BSi,N/A,degC,CE
glacier ice,temperature,air@condensationLevel,Ant-CoastalDML.Thamban.2006,pages2k_Ant_017,500.0,-70.86,11.54,Coastal DML,https://doi.org/10.6084/m9.figshare.c.3285353.v2,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally Mean annual values; archiveType changed - was originally ice core,d18O,N/A,permil,CE
tree,temperature,air@surface,Eur-CentralEu.Buntgen.2011,pages2k_Eur_017,2050.0,47.0,10.7,European Alps,http://www.ncdc.noaa.gov/paleo/study/1003403,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
coral,temperature,sea@surface,Ocean2kHR-IndianWAGrowthImperieuseCooper2012,pages2k_LPD24dd89b2,-6.0,-17.5167,118.9667,"Imperieuse, Rowley Shoals",http://data.aims.gov.au/metadataviewer/uuid/4f39c641-8450-4ea0-b2b6-4f3d582645f8,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,calcification rate,Porites sp.,percent,CE
coral,temperature,sea@surface,Ocean2kHR-IndianAqabaHeiss1994AQ19,pages2k_Ocean2kHR_016,-1.0,29.42,34.97,"Aqaba, Jordan",http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_study_id:1854,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 1 2 3 4 5 6 7 8 9 10 11 12,d18O,N/A,permil,CE
coral,temperature,sea@surface,Ocean2kHR-IndianAbrolhosZinke2014HAB10A,pages2k_Ocean2kHR_027,-8.0,-28.4589,113.749,Houtman Abrolhos,https://www.ncdc.noaa.gov/paleo/study/16316,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_variableName changed - was originally Sr_Ca; climateInterpretation_seasonality changed - was originally 1 2 3 4 5 6 7 8 9 10 11 12; paleoData_variableName changed - was originally Sr_Ca,Sr/Ca,NaN,mmol/mol,CE
coral,temperature,sea@surface,Ocean2kHR-IndianAbrolhosZinke2014HAB10A,pages2k_Ocean2kHR_026,-8.0,-28.4589,113.749,Houtman Abrolhos,https://www.ncdc.noaa.gov/paleo/study/16316,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally 1 2 3 4 5 6 7 8 9 10 11 12,d18O,NaN,permil,CE
tree,temperature,air@surface,Asia-SAT1JU,pages2k_Asia_210,3100.0,35.17,75.5,PAKI014,https://www.ncdc.noaa.gov/paleo/study/12787,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
tree,temperature,air@surface,Asia-Ugla.Panyushkina.2005,pages2k_Asia_009,2150.0,50.48,87.67,"Altai Mt., Ust Ulagan Lake",https://www.ncdc.noaa.gov/paleo/study/15350,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),N/A,TRW,N/A,N/A,CE
glacier ice,temperature,air@condensationLevel,Arc-Crete.Vinther.2010,pages2k_Arc_033,3172.0,71.12,-37.32,Crete,https://doi.pangaea.de/10.1594/PANGAEA.786356,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; archiveType changed - was originally ice core,d18O,N/A,permil,CE
marine sediment,temperature,sea@surface,O2kLR-WesternSvalbard.Spielhagen.2011,pages2k_O2kLR_007,-1491.0,78.91,6.77,Western Svalbard,http://doi.pangaea.de/10.1594/PANGAEA.755092,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally JAS; climateInterpretation_seasonality changed - was originally 7/8/2009,planktonic foraminifera,N/A,degC,CE
coral,temperature,sea@surface,Ocean2kHR-AtlanticTobagoMoses2006Sidereastrea,pages2k_Ocean2kHR_110,-2.0,11.17,-60.85,"Buccoo Reef, Tobago",https://www.ncdc.noaa.gov/paleo/study/1924,PAGES2k v2.0.0 (Ocn_103 updated with Dee et al. 2020),; climateInterpretation_seasonality changed - was originally annual,d18O,Siderastrea siderea,permil,CE
