datasetId,archiveType,dataSetName,duplicateDetails,geo_meanElev,geo_meanLat,geo_meanLon,geo_siteName,interpretation_direction,interpretation_seasonality,interpretation_variable,interpretation_variableDetail,originalDataURL,originalDatabase,paleoData_notes,paleoData_proxy,paleoData_sensorSpecies,paleoData_units,paleoData_variableName,yearUnits
ch2k_CA07FLI01_400,Coral,CA07FLI01,N/A,nan,-17.729999542236328,148.42999267578125,"Flinders Reef, Australia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/6087,CoralHydro2k v1.0.1,nan,d18O,Porites sp.,permil,d18O,CE
ch2k_CA07FLI01_402,Coral,CA07FLI01,N/A,nan,-17.729999542236328,148.42999267578125,"Flinders Reef, Australia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/6087,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_SW99LIG02_404,Coral,SW99LIG02,N/A,-2.0,25.0,-80.5999984741211,"Lignumvitae Basin, Florida Bay",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1914,CoralHydro2k v1.0.1,nan,d18O,Solenastrea bournoni,permil,d18O,CE
ch2k_CO93TAR01_408,Coral,CO93TAR01,N/A,-3.0,1.4199999570846558,173.02999877929688,"Tarawa Atoll, Republic of Kiribati",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1845,CoralHydro2k v1.0.1,monthly correlations not reported,d18O,Porites lobata,permil,d18O,CE
ch2k_RO19PAR01_410,Coral,RO19PAR01,N/A,-7.0,17.936800003051758,-67.01840209960938,"Parguera, Puerto Rico",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/27450,CoralHydro2k v1.0.1,nan,Sr/Ca,Orbicella faveolata,mmol/mol,SrCa,CE
ch2k_CO00MAL01_412,Coral,CO00MAL01,N/A,-6.0,-3.259999990463257,40.13999938964844,"Malindi Marine Park, Kenya",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1855,CoralHydro2k v1.0.1,Extra information supplied that is not included in publication such as higher precision slope value. Noted as exposed to open ocean; seasonally influenced by river discharge,d18O,Porites lutea,permil,d18O,CE
ch2k_MO20WOA01_414,Coral,MO20WOA01,N/A,-2.0,7.400000095367432,144.0,"Wolei Atoll, Fed. States of Micronesia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/31552,CoralHydro2k v1.0.1,uncertainty on Sr/Ca intercept is 0.0018,d18O,Porites sp.,permil,d18O,CE
ch2k_MO20WOA01_416,Coral,MO20WOA01,N/A,-2.0,7.400000095367432,144.0,"Wolei Atoll, Fed. States of Micronesia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/31552,CoralHydro2k v1.0.1,uncertainty on Sr/Ca intercept is 0.0018,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_AB20MEN01_420,Coral,AB20MEN01,N/A,-0.699999988079071,-3.180000066757202,100.51699829101562,"Mentawai Islands, Indonesia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/28451,CoralHydro2k v1.0.1,"Note: Length of coral record increased for Abram et al., 2020 publication relative to Abram et al., 2015",d18O,Porites sp.,permil,d18O,CE
ch2k_QU96ESV01_422,Coral,QU96ESV01,N/A,-1.0,-15.0,167.0,"Espiritu Santo Island, Vanuatu",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1839,CoralHydro2k v1.0.1,nan,d18O,Platygyra lamellina,permil,d18O,CE
ch2k_DE13HAI01_424,Coral,DE13HAI01,"{0: {'duplicate ID': 'ch2k_DE13HAI01_432', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-4.0,19.290000915527344,110.65599822998047,"Longwan, Qionghai, China",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/34412,CoralHydro2k v1.0.1,nan,d18O,Porites lutea,permil,d18O,CE
ch2k_DE13HAI01_426,Coral,DE13HAI01,"{0: {'duplicate ID': 'ch2k_DE13HAI01_430', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-4.0,19.290000915527344,110.65599822998047,"Longwan, Qionghai, China",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34412,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites lutea,mmol/mol,SrCa,CE
ch2k_LI94SEC01_436,Coral,LI94SEC01,N/A,-3.0,7.982999801635742,-82.05000305175781,"Secas Island, Panama",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1853,CoralHydro2k v1.0.1,nan,d18O,Porites lobata,permil,d18O,CE
ch2k_ZI15CLE01_438,Coral,ZI15CLE01,"{0: {'duplicate ID': 'ch2k_ZI15CLE01_440', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-10.0,-17.260000228881836,119.26000213623047,"Rowley Shoals, Australia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/19239,CoralHydro2k v1.0.1,"Sr/Ca-SST recconstructed with composite plus scale method to ERSSTv3b, no regression applied",Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_MU18RED02_442,Coral,MU18RED02,N/A,-4.5,25.579999923706055,36.54999923706055,"Popponesset, Red Sea",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34393,CoralHydro2k v1.0.1,Mean SST ranges given in paper for northern reef 7.7C; for southern reefs 5.8C,Sr/Ca,Porites lutea,mmol/mol,SrCa,CE
ch2k_ZI08MAY01_446,Coral,ZI08MAY01,N/A,-2.0,-12.649999618530273,45.099998474121094,Mayotte,N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/8424,CoralHydro2k v1.0.1,"in situ d18o; for annual (sr/Ca, slope- -0.0583, intercept - 10.378)",Sr/Ca,Porites solida,mmol/mol,SrCa,CE
ch2k_TU01DEP01_450,Coral,TU01DEP01,N/A,-3.0,-5.2170000076293945,145.81700134277344,"Madang Lagoon, Papua New Guinea",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1866,CoralHydro2k v1.0.1,monthly correlations not reimported,d18O,Porites sp.,permil,d18O,CE
ch2k_CO03PAL04_452,Coral,CO03PAL04,N/A,nan,5.869999885559082,-162.1300048828125,"Palmyra Island, United States Minor Outlying Islands",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1875,CoralHydro2k v1.0.1,nan,d18O,Porites lutea,permil,d18O,CE
ch2k_RA19PAI01_456,Coral,RA19PAI01,N/A,-4.0,18.540000915527344,122.1500015258789,"Palaui Island, Philippines",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/27271,CoralHydro2k v1.0.1,"Sr/Ca calibration equation originally found in Ramos et al. 2017; Monthly Sr/Ca data available from 1880-2012; Monthly and seasonal (DJFM vs JJAS, data input on Jan and July) d18O data available from 1894-2012 and 1880-1893, respectively.",Sr/Ca,Porites lobata,mmol/mol,SrCa,CE
ch2k_AB15BHB01_458,Coral,AB15BHB01,N/A,-0.5,-6.53000020980835,105.62999725341797,"Batu Hitam Beach, Indonesia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/18895,CoralHydro2k v1.0.1,"monthly correlations not reported, instead used IOD season",d18O,Porites sp.,permil,d18O,CE
ch2k_MO20KOI01_462,Coral,MO20KOI01,N/A,-3.0,5.300000190734863,163.0,"Kosrae Island, Fed. States of Micronesia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/31552,CoralHydro2k v1.0.1,nan,d18O,Porites sp.,permil,d18O,CE
ch2k_MO20KOI01_464,Coral,MO20KOI01,N/A,-3.0,5.300000190734863,163.0,"Kosrae Island, Fed. States of Micronesia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/31552,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_DU94URV01_468,Coral,DU94URV01,"{0: {'duplicate ID': 'ch2k_DU94URV01_470', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-4.0,-0.4083999991416931,-91.23400115966797,"Urvina Bay, Isabela Island, Ecuador",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1850,CoralHydro2k v1.0.1,"Core was collected in a subhorizontal, not vertical, orientation from coral colony; indistinct growth banding in top 50 years of core",d18O,Pavona clavus,permil,d18O,CE
ch2k_CO03PAL08_472,Coral,CO03PAL08,N/A,nan,5.869999885559082,-162.1300048828125,"Palmyra Island, United States Minor Outlying Islands",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1875,CoralHydro2k v1.0.1,nan,d18O,Porites lutea,permil,d18O,CE
ch2k_WU14CLI01_476,Coral,WU14CLI01,N/A,nan,10.300000190734863,-109.22000122070312,Clipperton Island,N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://doi.pangaea.de/10.1594/PANGAEA.887712,CoralHydro2k v1.0.1,"Composite of cores C2B (13.1m depth), C4B (8.2m), C6A (11.3m), and CF1B (found on beach); reconstructed d18Osw data are anomalies",Sr/Ca,Porites lobata,mmol/mol,SrCa,CE
ch2k_ZI14TUR01_480,Coral,ZI14TUR01,"{0: {'duplicate ID': 'ch2k_ZI14TUR01_482', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-0.6000000238418579,-23.357200622558594,43.61949920654297,"Tulear Reef, Madagascar",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/16438,CoralHydro2k v1.0.1,Published slopes based on composite coral results. Used -0.20.02 permil per 1 deg C regressions,d18O,Porites sp.,permil,d18O,CE
ch2k_LI99CLI01_486,Coral,LI99CLI01,N/A,-12.5,10.300000190734863,-109.22000122070312,Clipperton Island,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1846,CoralHydro2k v1.0.1,authors describe density banding as poor; some fish grazing scars,d18O,Porites lobata,permil,d18O,CE
ch2k_ZI15BUN01_488,Coral,ZI15BUN01,"{0: {'duplicate ID': 'ch2k_ZI15BUN01_490', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-2.0,-21.836000442504883,114.1780014038086,"Ningaloo Reef, Australia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/19239,CoralHydro2k v1.0.1,"Sr/Ca-SST recconstructed with composite plus scale method to ERSST3b, no regression applied",Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_FE18RUS01_492,Coral,FE18RUS01,N/A,-3.0,27.84830093383789,34.310001373291016,"Ras Umm Sidd, Egypt",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://doi.pangaea.de/10.1594/PANGAEA.891094,CoralHydro2k v1.0.1,"Annual regression slopes (-0.29 / C, -0.115 mmol/mol / C) imply an apparent amplification of inferred SST variations on interannual and longer timescales.",d18O,Porites sp.,permil,d18O,CE
ch2k_FE18RUS01_494,Coral,FE18RUS01,N/A,-3.0,27.84830093383789,34.310001373291016,"Ras Umm Sidd, Egypt",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://doi.pangaea.de/10.1594/PANGAEA.891094,CoralHydro2k v1.0.1,"Annual regression slopes (-0.29 / C, -0.115 mmol/mol / C) imply an apparent amplification of inferred SST variations on interannual and longer timescales.",Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_FE18RUS01_496,Coral,FE18RUS01,N/A,-3.0,27.84830093383789,34.310001373291016,"Ras Umm Sidd, Egypt",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://doi.pangaea.de/10.1594/PANGAEA.891094,CoralHydro2k v1.0.1,"Annual regression slopes (-0.29 / C, -0.115 mmol/mol / C) imply an apparent amplification of inferred SST variations on interannual and longer timescales.",Sr/Ca,Porites sp.,mmol/mol,SrCa_annual,CE
ch2k_FE18RUS01_498,Coral,FE18RUS01,N/A,-3.0,27.84830093383789,34.310001373291016,"Ras Umm Sidd, Egypt",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://doi.pangaea.de/10.1594/PANGAEA.891094,CoralHydro2k v1.0.1,"Annual regression slopes (-0.29 / C, -0.115 mmol/mol / C) imply an apparent amplification of inferred SST variations on interannual and longer timescales.",d18O,Porites sp.,permil,d18O_annual,CE
ch2k_WU13TON01_504,Coral,WU13TON01,"{0: {'duplicate ID': 'ch2k_WU13TON01_506', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-1.0,-19.933300018310547,-174.71670532226562,"Ha'afera, Tonga",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/15238,CoralHydro2k v1.0.1,"Microatoll with core taken from top and side and spliced together; As with all coral timeseries, exact months are not known, so annual averages sometimes represent more or less than 12 months.",Sr/Ca,Porites lutea,mmol/mol,SrCa,CE
ch2k_KI14PAR01_510,Coral,KI14PAR01,"{0: {'duplicate ID': 'ch2k_KI14PAR01_518', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-7.0,18.0,-67.0,"La Parguera, Puerto Rico",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/34953,CoralHydro2k v1.0.1,This is the bottom part of a core that included an unconformity. Base of the coral is u-series dated and age model is from bands counted up from there.,d18O,Orbicella faveolata,permil,d18O,CE
ch2k_KI14PAR01_512,Coral,KI14PAR01,"{0: {'duplicate ID': 'ch2k_KI14PAR01_516', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-7.0,18.0,-67.0,"La Parguera, Puerto Rico",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34953,CoralHydro2k v1.0.1,This is the bottom part of a core that included an unconformity. Base of the coral is u-series dated and age model is from bands counted up from there.,Sr/Ca,Orbicella faveolata,mmol/mol,SrCa,CE
ch2k_ZI14IFR02_522,Coral,ZI14IFR02,"{0: {'duplicate ID': 'ch2k_ZI14IFR02_524', 'duplicate database': 'CoralHydro2k v1.0.1', 'duplicate decision': 'REMOVE', 'decision type': 'AUTO: IDENTICAL', 'operator': 'N/A', 'note': 'N/A'}}",-1.7999999523162842,-23.15730094909668,43.588199615478516,"Ifaty Reef, Madagascar",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/16438,CoralHydro2k v1.0.1,Published slopes based on composite coral results. Used -0.20.02 permil per 1 deg C regressions,d18O,Porites sp.,permil,d18O,CE
ch2k_XU15BVI02_526,Coral,XU15BVI02,N/A,nan,18.719999313354492,-64.31670379638672,"Anegada, British Virgin Islands",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/21011,CoralHydro2k v1.0.1,nan,Sr/Ca,Pseudodiploria strigosa,mmol/mol,SrCa,CE
ch2k_NU09KIR01_540,Coral,NU09KIR01,N/A,-9.0,1.8667000532150269,-157.39999389648438,"Kiritimati (Christmas) Island, Republic of Kiribati",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/8609,CoralHydro2k v1.0.1,nan,d18O,Porites sp.,permil,d18O,CE
ch2k_NU09KIR01_542,Coral,NU09KIR01,N/A,-9.0,1.8667000532150269,-157.39999389648438,"Kiritimati (Christmas) Island, Republic of Kiribati",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/8609,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_RI10PBL01_546,Coral,RI10PBL01,N/A,-6.0,11.5,92.69000244140625,"Port Blair, Andaman Islands, India",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/9639,CoralHydro2k v1.0.1,slope and y-intercept information only available for mean annual calibrations,d18O,Porites lutea,permil,d18O,CE
ch2k_CA14BUT01_548,Coral,CA14BUT01,N/A,-5.0,3.200000047683716,172.8000030517578,"Butaritari Atoll, Republic of Kiribati",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/17289,CoralHydro2k v1.0.1,"used published values (i.e., not locally derived) for Sr/Ca-SST and d18O-SST slopes",d18O,Porites sp.,permil,d18O,CE
ch2k_CA14BUT01_550,Coral,CA14BUT01,N/A,-5.0,3.200000047683716,172.8000030517578,"Butaritari Atoll, Republic of Kiribati",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/17289,CoralHydro2k v1.0.1,"used published values (i.e., not locally derived) for Sr/Ca-SST and d18O-SST slopes",Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_BA04FIJ01_558,Coral,BA04FIJ01,N/A,-2.0,-16.81999969482422,179.22999572753906,"Savusavu Bay, Vanua Levu, Fiji",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1881,CoralHydro2k v1.0.1,nan,d18O,Diploastrea heliopora,permil,d18O,CE
ch2k_GO08BER01_572,Coral,GO08BER01,N/A,-16.0,32.33000183105469,-64.68000030517578,Bermuda,N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34394,CoralHydro2k v1.0.1,See Goodkin et al 2005 for interannual Sr/Ca calibration,Sr/Ca,Diploria labyrinthiformis,mmol/mol,SrCa_annual,CE
ch2k_GO08BER01_574,Coral,GO08BER01,N/A,-16.0,32.33000183105469,-64.68000030517578,Bermuda,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/34394,CoralHydro2k v1.0.1,See Goodkin et al 2005 for interannual Sr/Ca calibration,d18O,Diploria labyrinthiformis,permil,d18O_annual,CE
ch2k_LI06FIJ01_582,Coral,LI06FIJ01,N/A,-10.0,-16.81999969482422,179.22999572753906,"Savusavu Bay, Vanua Levu, Fiji",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1003973,CoralHydro2k v1.0.1,mm-scale drilling but available data is at annual resolution,d18O,Porites lutea,permil,d18O,CE
ch2k_HE18COC01_584,Coral,HE18COC01,N/A,-5.800000190734863,-12.087499618530273,96.87519836425781,"Cocos (Keeling) Islands, Australia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/23390,CoralHydro2k v1.0.1,Sr/Ca regression slope error is estimated to be (+/-) 0.21 degrees C; Used the Zinke (2015) method - normalised and scaled to the s.d. SST box of the period 1961-1990; equation based on composite of 2 cores,d18O,Porites sp.,permil,d18O,CE
ch2k_HE18COC01_586,Coral,HE18COC01,N/A,-5.800000190734863,-12.087499618530273,96.87519836425781,"Cocos (Keeling) Islands, Australia",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/23390,CoralHydro2k v1.0.1,Sr/Ca regression slope error is estimated to be (+/-) 0.21 degrees C; Used the Zinke (2015) method - normalised and scaled to the s.d. SST box of the period 1961-1990; equation based on composite of 2 cores,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_FL17DTO01_590,Coral,FL17DTO01,N/A,-3.4000000953674316,24.69860076904297,-82.79859924316406,"Dry Tortugas, Florida, USA",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34552,CoralHydro2k v1.0.1,nan,Sr/Ca,Orbicella faveolata,mmol/mol,SrCa,CE
ch2k_FL17DTO01_592,Coral,FL17DTO01,N/A,-3.4000000953674316,24.69860076904297,-82.79859924316406,"Dry Tortugas, Florida, USA",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34552,CoralHydro2k v1.0.1,nan,Sr/Ca,Orbicella faveolata,mmol/mol,SrCa_annual,CE
ch2k_BO99MOO01_594,Coral,BO99MOO01,N/A,-5.0,-17.5,-149.8300018310547,"Moorea, French Polynesia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1876,CoralHydro2k v1.0.1,7 calibration equations are available in Boiseau et al. 1998 (this database contains Equation (1) information),d18O,Porites lutea,permil,d18O,CE
ch2k_CH03LOM01_596,Coral,CH03LOM01,N/A,-5.0,-8.25,115.5,"Padang Bai, Bali, Indonesia",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1903,CoralHydro2k v1.0.1,This paper did not calibrate the d18O proxy or reconstruct temperature. It instead analyzed variability through time by directly using the d18O proxy.,d18O,Porites sp.,permil,d18O,CE
ch2k_SA19PAL01_598,Coral,SA19PAL01,N/A,-10.0,5.877999782562256,-162.14199829101562,"Palmyra Island, United States Minor Outlying Islands",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/34692,CoralHydro2k v1.0.1,nan,d18O,Porites sp.,permil,d18O,CE
ch2k_SA19PAL01_600,Coral,SA19PAL01,N/A,-10.0,5.877999782562256,-162.14199829101562,"Palmyra Island, United States Minor Outlying Islands",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/34692,CoralHydro2k v1.0.1,nan,Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_CH97BVB01_602,Coral,CH97BVB01,N/A,-7.0,-4.616199970245361,55.81700134277344,"Mahe Island, Republic of the Seychelles",N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O,https://www.ncdc.noaa.gov/paleo/study/1857,CoralHydro2k v1.0.1,nan,d18O,Porites lutea,permil,d18O,CE
ch2k_RA20TAI01_606,Coral,RA20TAI01,N/A,-6.0,21.899999618530273,120.69999694824219,"Houbihu, Taiwan",N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca,https://www.ncdc.noaa.gov/paleo/study/29412,CoralHydro2k v1.0.1,"Monthly Sr/Ca data available from 1788-2013; Monthly and seasonal (DJFM vs JJAS, data input on Jan and July) d18O data available from 1906-2013 and 1788-1905 respectively.",Sr/Ca,Porites sp.,mmol/mol,SrCa,CE
ch2k_composite_st_ch2k_FL18DTO01_460_ch2k_FL18DTO02_554,Coral,"FL18DTO01, FL18DTO02","{'duplicate ID': 'ch2k_FL18DTO01_460 and ch2k_FL18DTO02_554', 'duplicate database': 'CoralHydro2k v1.0.1 and CoralHydro2k v1.0.1', 'duplicate decision': 'COMPOSITE', 'decision type': 'MANUAL', 'composite details': 'Metadata differs for geo_meanLon in original records: ch2k_FL18DTO01_460 (-82.7983) and ch2k_FL18DTO02_554 (-82.7949). Metadata averaged to: -82.7966', 'operator': ' Operated by Lucie Luecke (LL) ljluec1@st-andrews.ac.uk  Created on 2025-11-11 082600.242025 (UTC)', 'note': nan, 'original duplicate details': {'ch2k_FL18DTO01_460': 'N/A', 'ch2k_FL18DTO02_554': 'N/A'}}",-3.5500001907348633,24.69499969482422,-82.79660034179688,"Dry Tortugas, Florida, USA",N/A,N/A,temperature,"ch2k_FL18DTO01_460: temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca, ch2k_FL18DTO02_554: temperature - manually assigned by DoD2k authors for paleoData_proxy = Sr/Ca","ch2k_FL18DTO01_460: https://www.ncdc.noaa.gov/paleo/study/34553, ch2k_FL18DTO02_554: https://www.ncdc.noaa.gov/paleo/study/34553",ch2k_composite_standardised,"ch2k_FL18DTO01_460: nan, ch2k_FL18DTO02_554: nan",Sr/Ca,nan,z-scores,nan,CE
