archiveType,climateInterpretation_variable,dataSetName,datasetId,geo_meanElev,geo_meanLat,geo_meanLon,geo_siteName,originalDataURL,originalDatabase,paleoData_notes,paleoData_proxy,paleoData_sensorSpecies,paleoData_units,yearUnits,DuplicateDetails
tree,nan,europe_neth026,FE23_europe_neth026,25.0,51.25,5.933333396911621,Leudal,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth026.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Maessen,TRW,QURO,standardized_anomalies,CE,N/A
tree,T,europe_neth028,FE23_europe_neth028,5.0,51.45000076293945,4.316666603088379,MattemburghAllTrees,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth028.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Maessen,TRW,QURO,standardized_anomalies,CE,N/A
tree,T,europe_neth029,FE23_europe_neth029,5.0,51.45000076293945,4.316666603088379,MattemburghDominantTrees,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth029.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Maessen,TRW,QURO,standardized_anomalies,CE,N/A
tree,T,europe_neth030,FE23_europe_neth030,5.0,51.45000076293945,4.316666603088379,MattemburghSub-dominantTrees,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth030.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Maessen,TRW,QURO,standardized_anomalies,CE,N/A
tree,M,europe_neth031,FE23_europe_neth031,20.0,52.25,5.833333492279053,AllScotsPineDataintheNetherlands,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth031.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Maessen,TRW,PISY,standardized_anomalies,CE,N/A
tree,T,europe_neth032,FE23_europe_neth032,19.0,52.266666412353516,5.616666793823242,OudGroevenbeek,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth032.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Maessen,TRW,QURO,standardized_anomalies,CE,N/A
tree,T,europe_neth033,FE23_europe_neth033,8.0,51.58333206176758,5.25,OisterwijkseVennen,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth033.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Maessen,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_neth034,FE23_europe_neth034,26.0,52.233333587646484,5.916666507720947,Paleispark'TLoo,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/neth034.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Maessen,TRW,PISY,standardized_anomalies,CE,N/A
tree,~T~M,europe_norw001,FE23_europe_norw001,200.0,68.48332977294922,16.03333282470703,LofotenLoedingen,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE,N/A
tree,T,europe_norw002,FE23_europe_norw002,300.0,63.95000076293945,10.883333206176758,TuaSteinkier,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw002.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_norw003,FE23_europe_norw003,50.0,68.48332977294922,17.733333587646484,Narvik,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw003.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_norw004,FE23_europe_norw004,80.0,69.25,20.58333396911621,Skibotn,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw004.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_norw005,FE23_europe_norw005,40.0,67.06666564941406,15.449999809265137,SkjerstadBotn.Soldatenf.,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw005.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE,N/A
tree,T,europe_norw006,FE23_europe_norw006,880.0,61.41666793823242,8.983333587646484,Veolia,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw006.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE,N/A
tree,~T~M,europe_norw007,FE23_europe_norw007,350.0,69.41666412353516,25.633333206176758,Karasjok,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw007.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Meriläinen,TRW,PISY,standardized_anomalies,CE,N/A
tree,~T~M,europe_norw008,FE23_europe_norw008,100.0,69.53333282470703,18.733333587646484,Vikran,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw008.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Kirchhefer,TRW,PISY,standardized_anomalies,CE,N/A
tree,T,europe_norw009,FE23_europe_norw009,150.0,69.08333587646484,17.21666717529297,Stonglandseidet,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw009.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Kirchhefer,TRW,PISY,standardized_anomalies,CE,N/A
tree,~T~M,europe_norw010,FE23_europe_norw010,110.0,68.80000305175781,15.733333587646484,Forfjorddalen2,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw010.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Kirchhefer,TRW,PISY,standardized_anomalies,CE,N/A
tree,T,europe_norw011,FE23_europe_norw011,90.0,67.5999984741211,15.333333015441895,Rorstaddalen,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw011.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Melvin,TRW,PISY,standardized_anomalies,CE,N/A
tree,~T~M,europe_norw012,FE23_europe_norw012,160.0,67.61666870117188,15.733333587646484,BorealoaRiver,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw012.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Melvin,TRW,PISY,standardized_anomalies,CE,N/A
tree,TM,europe_norw013,FE23_europe_norw013,25.0,60.36666488647461,11.066666603088379,Hurdal,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw013.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Briffa,TRW,PISY,standardized_anomalies,CE,N/A
tree,T,europe_norw014,FE23_europe_norw014,400.0,59.70000076293945,9.483333587646484,Jondalen,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw014.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Briffa,TRW,PISY,standardized_anomalies,CE,N/A
tree,T,europe_norw015,FE23_europe_norw015,900.0,61.71666717529297,8.466666221618652,Visdalen,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/norw015.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Briffa,TRW,PISY,standardized_anomalies,CE,N/A
tree,TM,europe_pola001,FE23_europe_pola001,1550.0,49.0,20.0,HalaGasienicowa,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Feliksik,TRW,PCAB,standardized_anomalies,CE,N/A
tree,T,europe_pola005,FE23_europe_pola005,20.0,54.29999923706055,18.549999237060547,GdanskRecent,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola005.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,T,europe_pola006,FE23_europe_pola006,20.0,53.5,16.0,EastPomerania,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola006.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,nan,europe_pola007,FE23_europe_pola007,160.0,54.349998474121094,22.383333206176758,Goldap,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola007.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,TM,europe_pola008,FE23_europe_pola008,160.0,52.70000076293945,23.649999618530273,Hajnowka,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola008.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,nan,europe_pola009,FE23_europe_pola009,290.0,50.650001525878906,23.049999237060547,Kosobudy/Roztocze,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola009.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,T,europe_pola010,FE23_europe_pola010,50.0,54.099998474121094,16.149999618530273,Koszalin,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola010.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,nan,europe_pola011,FE23_europe_pola011,210.0,50.04999923706055,20.366666793823242,Debina/Krakow,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola011.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,M,europe_pola012,FE23_europe_pola012,70.0,52.266666412353516,16.799999237060547,Poznan,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola012.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,M,europe_pola013,FE23_europe_pola013,140.0,54.08333206176758,23.016666412353516,Suwalki,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola013.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,T,europe_pola014,FE23_europe_pola014,70.0,53.08333206176758,18.549999237060547,Torun,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola014.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,nan,europe_pola015,FE23_europe_pola015,80.0,52.29999923706055,20.983333587646484,WarszawaBielany,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola015.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,M,europe_pola016,FE23_europe_pola016,50.0,53.95000076293945,14.5,Wolin,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola016.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,M,europe_pola017,FE23_europe_pola017,180.0,51.25,17.16666603088379,Wroclaw,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola017.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,nan,europe_pola018,FE23_europe_pola018,70.0,51.86666488647461,15.566666603088379,ZielonaGora,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola018.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Wazny,TRW,QURO,standardized_anomalies,CE,N/A
tree,T,europe_pola019,FE23_europe_pola019,1500.0,49.25,19.91666603088379,SwistowkoWyznig,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola019.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE,N/A
tree,TM,europe_pola020,FE23_europe_pola020,1500.0,49.25,19.91666603088379,Gasienicowy,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola020.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE,N/A
tree,nan,europe_pola021,FE23_europe_pola021,185.0,51.349998474121094,17.46666717529297,WalTrzebnicki,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola021.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Szymura,TRW,ABAL,standardized_anomalies,CE,N/A
tree,T,europe_pola300,FE23_europe_pola300,1550.0,49.233333587646484,20.0,SuchaKasprowa,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola300.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Bednarz,TRW,PICE,standardized_anomalies,CE,N/A
tree,nan,europe_roma002,FE23_europe_roma002,1650.0,45.29999923706055,23.66666603088379,Novaci,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/roma002.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE,N/A
tree,nan,europe_roma003,FE23_europe_roma003,1480.0,47.45000076293945,25.46666717529297,RoncanGiumVau,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/roma003.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE,N/A
tree,T,europe_roma004w,FE23_europe_roma004w,1600.0,45.54999923706055,24.66666603088379,"Capra,Mt.Agarasului",https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/roma004w.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PCAB,standardized_anomalies,CE,N/A
tree,M,europe_slov001,FE23_europe_slov001,550.0,45.95000076293945,14.316666603088379,BistraVrhnika,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/slov001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Cufar,TRW,ABAL,standardized_anomalies,CE,N/A
tree,TM,europe_slov002,FE23_europe_slov002,950.0,45.766666412353516,14.283333778381348,JavornikPostojna,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/slov002.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Levanic,TRW,ABAL,standardized_anomalies,CE,N/A
tree,nan,europe_slov003,FE23_europe_slov003,600.0,45.86666488647461,14.300000190734863,RavnikLogatec,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/slov003.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Levanic,TRW,ABAL,standardized_anomalies,CE,N/A
tree,nan,europe_spai001,FE23_europe_spai001,1870.0,42.66666793823242,-0.11666666716337204,TurbonOrdessa,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai001.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PIMU,standardized_anomalies,CE,N/A
tree,nan,europe_spai002,FE23_europe_spai002,2050.0,40.79999923706055,-4.0333333015441895,PuertodeNavacerrada,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai002.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE,N/A
tree,M,europe_spai003,FE23_europe_spai003,2100.0,42.53333282470703,1.5,BosquedeRabassa,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai003.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PIMU,standardized_anomalies,CE,N/A
tree,nan,europe_spai004,FE23_europe_spai004,1760.0,42.68333435058594,-0.5666666626930237,LasBlancasJaca,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai004.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PIMU,standardized_anomalies,CE,N/A
tree,nan,europe_spai005,FE23_europe_spai005,1960.0,40.38333511352539,-0.6666666865348816,AlcaladeSelva,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai005.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PIMU,standardized_anomalies,CE,N/A
tree,nan,europe_spai006,FE23_europe_spai006,1900.0,42.03333282470703,-2.700000047683716,ElQuintar,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai006.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_spai007,FE23_europe_spai007,1650.0,36.66666793823242,-5.083333492279053,TorrecillaRonda,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai007.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Schweingruber,TRW,ABPN,standardized_anomalies,CE,N/A
tree,nan,europe_spai008,FE23_europe_spai008,1750.0,40.86666488647461,-2.133333444595337,Tajo,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai008.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: GenovaFuster,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai009,FE23_europe_spai009,1250.0,40.349998474121094,-2.133333444595337,Boqueron,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai009.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: GenovaFuster,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai010,FE23_europe_spai010,1350.0,40.29999923706055,-2.133333444595337,TierraMuerta,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai010.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: GenovaFuster,TRW,PINI,standardized_anomalies,CE,N/A
tree,TM,europe_spai011,FE23_europe_spai011,1500.0,40.18333435058594,-2.0833332538604736,Torreton,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai011.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: GenovaFuster,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai012,FE23_europe_spai012,1950.0,40.86666488647461,-4.099999904632568,SietePicos,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai012.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: GenovaFuster,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_spai013,FE23_europe_spai013,1900.0,40.016666412353516,-0.11666666716337204,NavafriaI,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai013.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: YusteHerederu,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_spai014,FE23_europe_spai014,1630.0,41.016666412353516,-0.11666666716337204,NavafriaII,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai014.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: YusteHerederu,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_spai015,FE23_europe_spai015,1525.0,41.016666412353516,-0.11666666716337204,NavafriaIII,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai015.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: YusteHerederu,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_spai016,FE23_europe_spai016,1450.0,40.483333587646484,-4.7833333015441895,Penahorcada,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai016.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: GenovaFuster,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai017,FE23_europe_spai017,1350.0,40.43333435058594,-4.7833333015441895,Cercelas,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai017.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: GenovaFuster,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai018,FE23_europe_spai018,1500.0,40.43333435058594,-4.933333396911621,Andrinal,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai018.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: GenovaFuster,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai019,FE23_europe_spai019,1600.0,40.78333282470703,-4.0,Riscopal,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai019.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: GenovaFuster,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai020,FE23_europe_spai020,1650.0,40.66666793823242,-0.3333333432674408,Penota,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai020.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Fernandez-Cancio,TRW,PISY,standardized_anomalies,CE,N/A
tree,M,europe_spai021,FE23_europe_spai021,1650.0,40.86666488647461,-4.199999809265137,Pedriza,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai021.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: GenovaFuster,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_spai022,FE23_europe_spai022,1225.0,40.29999923706055,-1.3333333730697632,AlbarracinBezas,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai022.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PIPI,standardized_anomalies,CE,N/A
tree,M,europe_spai023,FE23_europe_spai023,1550.0,40.28333282470703,-1.4500000476837158,AlbarracinValdecuenca,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai023.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISP,standardized_anomalies,CE,N/A
tree,nan,europe_spai024,FE23_europe_spai024,1275.0,42.83333206176758,-0.7833333611488342,AnsoZuriza,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai024.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISY,standardized_anomalies,CE,N/A
tree,TM,europe_spai025,FE23_europe_spai025,1405.0,37.95000076293945,-2.933333396911621,LasBanasI,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai025.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai026,FE23_europe_spai026,1800.0,37.81666564941406,-2.950000047683716,PuertoLlano,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai026.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai027,FE23_europe_spai027,1450.0,37.83333206176758,-2.933333396911621,CanadadelaFuente,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai027.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai028,FE23_europe_spai028,1380.0,37.96666717529297,-2.933333396911621,LasBanasII,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai028.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PIPI,standardized_anomalies,CE,N/A
tree,nan,europe_spai029,FE23_europe_spai029,1385.0,40.150001525878906,-1.899999976158142,CuencaBuenache,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai029.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai032,FE23_europe_spai032,1440.0,40.43333435058594,-1.899999976158142,CuencaVegadeCordono,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai032.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai033,FE23_europe_spai033,1465.0,40.33333206176758,-5.166666507720947,GredosHoyosdeEspino,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai033.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_spai034,FE23_europe_spai034,1470.0,40.33333206176758,-5.133333206176758,GredosNavarredonda,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai034.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_spai035,FE23_europe_spai035,1550.0,40.81666564941406,-4.050000190734863,GuadarramaCamorca,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai035.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_spai036,FE23_europe_spai036,1800.0,40.79999923706055,-3.9833333492279053,GuadarramaIniesto,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai036.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_spai037,FE23_europe_spai037,1950.0,40.78333282470703,-3.799999952316284,GuadarramaLomadeNoruego,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai037.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISY,standardized_anomalies,CE,N/A
tree,nan,europe_spai038,FE23_europe_spai038,1850.0,40.79999923706055,-3.950000047683716,GuadarramaRascafria,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai038.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISY,standardized_anomalies,CE,N/A
tree,M,europe_spai040,FE23_europe_spai040,1650.0,40.29999923706055,-0.6833333373069763,GudarPradillo,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai040.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISY,standardized_anomalies,CE,N/A
tree,M,europe_spai041,FE23_europe_spai041,1475.0,40.28333282470703,-0.699999988079071,GudarLosRoquetas,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai041.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai042,FE23_europe_spai042,1750.0,40.56666564941406,-0.4833333194255829,GudarCantavieja,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai042.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISY,standardized_anomalies,CE,N/A
tree,M,europe_spai043,FE23_europe_spai043,1500.0,40.63333511352539,-0.4833333194255829,GudarVillarluengo,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai043.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai044,FE23_europe_spai044,1625.0,42.79999923706055,-0.699999988079071,HechoPuertodeAcher,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai044.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISP,standardized_anomalies,CE,N/A
tree,TM,europe_spai045,FE23_europe_spai045,1385.0,40.25,-1.9333332777023315,CuencaUnaSite1,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai045.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PINI,standardized_anomalies,CE,N/A
tree,TM,europe_spai046,FE23_europe_spai046,1440.0,40.266666412353516,-1.9333332777023315,CuencaUnaSite2,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai046.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PINI,standardized_anomalies,CE,N/A
tree,nan,europe_spai047,FE23_europe_spai047,1750.0,41.983333587646484,-2.866666555404663,UrbionCovaleda,https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai047.rwl,FE23 (Breitenmoser et al. (2014)),Investigator: Richter,TRW,PISY,standardized_anomalies,CE,N/A
