"sample_id","U_Ca_measurement","U_Ca_precision"
310609,0.019,0
310610,0.02,0
310611,0.02,0
310612,0.02,0
310613,0.019,0
310614,0.0175,0.000499999999999998
310615,0.016,0
310616,0.015,0
344995,0.03438012,NA
345042,0.02644625,NA
345063,0.02776856,NA
345111,0.02939941,NA
345164,0.00235372,NA
345200,0.02314047,NA
345232,0.0090358,NA
345264,0.01996692,NA
345274,0.00265344,NA
345311,0.00180275,NA
345327,0.00174104,NA
345359,0.00200991,NA
345396,0.00169256,NA
345438,0.00181598,NA
345464,0.00257851,NA
345480,0.00216418,NA
345496,0.00212892,NA
345560,0.00229642,NA
345586,0.00234049,NA
345692,0.00232286,NA
345739,0.00150744,NA
345798,0.00219504,NA
345909,0.00225675,NA
345965,0.00217741,NA
345975,0.0024022,NA
346037,0.00214655,NA
346088,0.00209366,NA
352226,1.59658715056431e-05,NA
352227,2.03854487019163e-05,NA
352228,2.03120765998529e-05,NA
352229,2.059121857723e-05,NA
352230,1.59208170115627e-05,NA
352232,1.83744443905402e-05,NA
352233,2.84431394112968e-05,NA
352234,1.92770616085714e-05,NA
352235,1.88032451376505e-05,NA
352236,1.80781676532655e-05,NA
352237,1.94096470087067e-05,NA
352238,1.67584305705792e-05,NA
352239,1.42595998409059e-05,NA
352240,1.8825733614421e-05,NA
352241,1.37801418656575e-05,NA
352242,1.65864321806909e-05,NA
352243,1.27027993190168e-05,NA
352244,1.95082732965315e-05,NA
352245,2.14853572658669e-05,NA
352246,1.93813294007237e-05,NA
352247,1.44288712920729e-05,NA
352248,2.84996257706474e-05,NA
352249,2.26474650095716e-05,NA
352250,1.84759852439712e-05,NA
352251,1.33740559924724e-05,NA
352252,1.7621485942242e-05,NA
352253,1.37999421739764e-05,NA
352254,2.39447362355176e-05,NA
352255,1.72435300501551e-05,NA
352256,1.63748719444343e-05,NA
352257,2.17786192769659e-05,NA
352258,1.99615191791343e-05,NA
352259,1.55147311383777e-05,NA
352260,3.39315418545467e-05,NA
352261,2.09806063345873e-05,NA
352262,2.98983990797549e-05,NA
352263,2.42662057682538e-05,NA
352264,3.71128347257913e-05,NA
352265,4.74039471326915e-05,NA
352266,3.98684678126866e-05,NA
352267,3.0970100122068e-05,NA
352268,3.01608429413042e-05,NA
352269,2.12032619526139e-05,NA
352270,1.6092815401451e-05,NA
352271,1.25985702971341e-05,NA
352272,1.15831679872865e-05,NA
352273,1.4510611837185e-05,NA
352274,1.94152885130342e-05,NA
352275,1.64903839749719e-05,NA
352276,2.85586514418343e-05,NA
352277,2.10848741267396e-05,NA
352278,1.4152456253417e-05,NA
352279,2.40518798230065e-05,NA
352280,1.45303733752344e-05,NA
352281,1.04860251323269e-05,NA
352282,2.57272945679244e-05,NA
352283,2.75463125542084e-05,NA
352284,1.77681913760992e-05,NA
352285,1.59913133182895e-05,NA
352286,2.24640347544131e-05,NA
352287,2.66549783448321e-05,NA
352288,2.79044681379765e-05,NA
352289,3.74484630625191e-05,NA
352290,3.07249172570013e-05,NA
352291,2.9692629204441e-05,NA
352292,3.0138128067379e-05,NA
352293,3.50878592373086e-05,NA
352294,2.76027989135591e-05,NA
352295,2.15022042383099e-05,NA
352296,2.86772268945936e-05,NA
352297,2.34087919009185e-05,NA
352298,2.58343993851437e-05,NA
352299,2.5383110161263e-05,NA
352300,2.27658528354459e-05,NA
352301,1.79881588256742e-05,NA
352302,2.03854487019163e-05,NA
352303,2.73602564799737e-05,NA
352304,2.82144881711427e-05,NA
352305,3.14999780557173e-05,NA
352306,3.41180400354252e-05,NA
352307,3.25409674419105e-05,NA
352308,1.94244830789099e-05,NA
352309,2.92316878407821e-05,NA
352310,2.28192035395623e-05,NA
352311,1.52089665007022e-05,NA
352312,2.97580043944669e-05,NA
352313,2.26771904757871e-05,NA
352314,3.20756042372765e-05,NA
352315,2.60810272060495e-05,NA
352316,2.18441508204865e-05,NA
352317,2.65251626987204e-05,NA
352318,3.55438379850863e-05,NA
352319,3.52233204327805e-05,NA
352320,4.3221797844089e-05,NA
352321,4.19949841546003e-05,NA
352322,1.99546129627564e-05,NA
352323,5.26311909093827e-05,NA
352324,2.35085810498295e-05,NA
352325,2.97604536347009e-05,NA
352326,3.62681586740064e-05,NA
352327,3.71588558748853e-05,NA
352328,2.05099044189536e-05,NA
352329,1.38333573321556e-05,NA
352330,1.23833890993061e-05,NA
352331,3.07901070089899e-05,NA
352332,2.5273614845347e-05,NA
352333,1.13583775832637e-05,NA
352334,2.13806115640997e-05,NA
352335,2.1746094690923e-05,NA
352336,1.82468485771303e-05,NA
352337,1.88161430895921e-05,NA
352338,3.25417241640741e-05,NA
352339,3.08743260504738e-05,NA
352340,2.34526778342391e-05,NA
352341,2.39219666145398e-05,NA
352342,2.54052743992353e-05,NA
352343,2.84168765702377e-05,NA
352344,3.64346622351596e-05,NA
352345,2.93851696190809e-05,NA
352346,2.00610646035738e-05,NA
352347,1.74719760291244e-05,NA
352348,2.56426394572062e-05,NA
352349,2.14400763746319e-05,NA
352350,2.6277022452745e-05,NA
352351,2.34625125512784e-05,NA
352352,3.73440464137514e-05,NA
352353,2.1657465742101e-05,NA
352354,1.2685913576304e-05,NA
352355,1.22064556010556e-05,NA
352356,8.75435042521285e-06,NA
352357,1.01870828466307e-05,NA
352358,1.32160675499603e-05,NA
352359,1.31512127475609e-05,NA
352360,2.12485040735792e-05,NA
352361,1.74465729867476e-05,NA
352362,2.11834616442949e-05,NA
352363,1.29848558620001e-05,NA
352364,1.69954326194821e-05,NA
352365,1.19865269217503e-05,NA
352366,1.3746370380232e-05,NA
352367,1.11037100120381e-05,NA
352368,1.39946166675203e-05,NA
352369,2.71089945074342e-05,NA
352370,3.28062302482193e-05,NA
352371,1.83095895881409e-05,NA
352372,1.61182572140974e-05,NA
352373,3.30205561934668e-05,NA
352374,2.52928523164868e-05,NA
352375,2.55538869393711e-05,NA
352376,2.05699486509283e-05,NA
352377,2.05699486509283e-05,NA
352378,1.91519324926515e-05,NA
352379,2.99130302243032e-05,NA
352380,2.99130302243032e-05,NA
352381,1.96454105483152e-05,NA
352382,1.81855602579393e-05,NA
352383,1.56896440938721e-05,NA
352384,2.17798251673358e-05,NA
352385,1.97254750371156e-05,NA
352386,1.73986426973306e-05,NA
352387,1.48576720391831e-05,NA
352388,1.19908983413501e-05,NA
352389,1.27625362465638e-05,NA
352390,1.17376752804672e-05,NA
352391,2.10537908097658e-05,NA
352392,2.47375362881607e-05,NA
352393,3.31954303786916e-05,NA
352394,3.45998451921266e-05,NA
352395,2.08705481814923e-05,NA
352396,1.03055094427745e-05,NA
352397,1.31878987985927e-05,NA
352398,2.51530052213072e-05,NA
352399,2.03375184124993e-05,NA
352400,1.83315490646727e-05,NA
352401,2.26923318767671e-05,NA
352402,9.92792806085462e-06,NA
352403,1.71703455749766e-05,NA
352404,1.1884251128011e-05,NA
352405,2.08416723106928e-05,NA
352406,1.78946616359013e-05,NA
352407,1.57094444021911e-05,NA
352408,1.52241572957302e-05,NA
352409,1.31032824581439e-05,NA
352410,2.09033017665313e-05,NA
352411,1.42625144065121e-05,NA
352412,1.75677640423411e-05,NA
352413,1.8092251749183e-05,NA
352414,2.12885182644553e-05,NA
352415,1.96426135539333e-05,NA
352416,2.03816859649938e-05,NA
352417,2.45325389869986e-05,NA
352418,2.72621642388081e-05,NA
352419,2.12853777514959e-05,NA
352420,2.15297541849214e-05,NA
352421,3.71878534411506e-05,NA
352422,1.42370725938657e-05,NA
352423,3.60749051689035e-05,NA
352424,3.73384049094239e-05,NA
352425,1.74610934346569e-05,NA
352426,3.44787978208314e-05,NA
352427,3.8477901292391e-05,NA
352428,3.23401175946995e-05,NA
352429,2.84770597533376e-05,NA
352430,4.24801739436268e-05,NA
352431,3.93901571275072e-05,NA
352432,4.31709762313999e-05,NA
352433,4.08328376406259e-05,NA
352434,3.93272823879475e-05,NA
352435,3.46424506838212e-05,NA
352436,4.38027966727685e-05,NA
352437,5.06807184770563e-05,NA
352438,4.07152632970146e-05,NA
352439,3.3145979040418e-05,NA
352440,3.82691908788229e-05,NA
352441,4.11515802346409e-05,NA
352442,3.33053396751714e-05,NA
352443,3.18595691887818e-05,NA
352444,2.77012271034852e-05,NA
352445,3.72515416598596e-05,NA
352446,3.18990116750771e-05,NA
352447,3.92762634613813e-05,NA
352448,3.03924096713138e-05,NA
352449,2.63554172543798e-05,NA
352450,2.46131841287854e-05,NA
352451,2.52590808310614e-05,NA
352452,3.16892362698957e-05,NA
352453,2.56992114840711e-05,NA
352454,3.3138944019341e-05,NA
352455,2.56989381896717e-05,NA
352456,2.81490365801987e-05,NA
352457,2.06820302276608e-05,NA
352458,2.61688827885419e-05,NA
352459,2.23370520883357e-05,NA
352460,3.72567031345814e-05,NA
352461,3.44858870769113e-05,NA
352462,2.96789474716664e-05,NA
352463,2.26416358783591e-05,NA
352464,3.03777705477635e-05,NA
352465,1.81630717811686e-05,NA
352466,2.05296038743512e-05,NA
352467,1.54144224024225e-05,NA
352468,3.01072857599651e-05,NA
352469,2.05630646165596e-05,NA
352470,3.31746377092293e-05,NA
352471,4.27487736159143e-05,NA
352472,3.00409549191805e-05,NA
352473,3.28901381842051e-05,NA
352474,2.31973417510077e-05,NA
352475,2.57526674707294e-05,NA
352476,1.34501550332571e-05,NA
357357,5.886496e-05,NA
357358,5.75927719230769e-05,NA
357359,4.8758443076923e-05,NA
357360,5.3234924074074e-05,NA
357361,4.99010899999999e-05,NA
357362,5.60095573076923e-05,NA
357363,6.18621571875e-05,NA
357364,4.33748949999999e-05,NA
357365,5.36848538461538e-05,NA
357366,5.49892865384615e-05,NA
357367,5.49352738461538e-05,NA
357368,5.02341076923076e-05,NA
357369,4.73740511538461e-05,NA
357370,4.28668569230769e-05,NA
357371,5.24518684615384e-05,NA
357372,5.57528723076923e-05,NA
357373,0.000196811243461538,NA
357374,5.47392896153846e-05,NA
357375,5.06546273076923e-05,NA
357376,3.85761638461538e-05,NA
357377,3.7068087037037e-05,NA
357378,4.32592434615384e-05,NA
357379,3.68558815384615e-05,NA
357380,4.89303053846153e-05,NA
357381,5.958874e-05,NA
357382,7.4774665e-05,NA
357383,5.72563861538461e-05,NA
357384,4.60860823076923e-05,NA
357385,4.66479326923076e-05,NA
357386,5.12647957692307e-05,NA
357387,5.41906411538461e-05,NA
357388,6.13606776923076e-05,NA
357389,0.000132904315384615,NA
357390,9.50939323076923e-05,NA
357391,7.49094365384615e-05,NA
357392,7.37155619230769e-05,NA
357393,6.6460843076923e-05,NA
357394,6.96546757692307e-05,NA
357395,6.17803051851852e-05,NA
357396,5.23095546153846e-05,NA
357397,7.11069392307692e-05,NA
357398,6.37269369230769e-05,NA
357399,0.000117129775384615,NA
357400,6.27446765384615e-05,NA
357401,7.16483907692307e-05,NA
357402,6.24210134615384e-05,NA
357403,5.70618519230769e-05,NA
357404,5.82620319230769e-05,NA
357405,8.37442076923076e-05,NA
357406,5.59068599999999e-05,NA
357407,4.60915242307692e-05,NA
357408,5.16947488461538e-05,NA
357409,8.61901003846154e-05,NA
357410,5.6337458076923e-05,NA
357411,5.46842596153846e-05,NA
357412,0.000130769994814814,NA
357413,5.5933878076923e-05,NA
357414,5.84866665384615e-05,NA
357415,7.03884915384615e-05,NA
357416,4.77233407692307e-05,NA
357417,5.00214603846153e-05,NA
357418,5.97224565384615e-05,NA
357419,0.000103808508076923,NA
357420,8.68677746153846e-05,NA
357421,5.81299276923076e-05,NA
357422,5.82690657692307e-05,NA
357423,0.000128425409615384,NA
357424,7.4559205e-05,NA
357425,0.000157203425384615,NA
357426,9.24455573076923e-05,NA
357427,0.000237384089615384,NA
357428,0.000129770055384615,NA
357429,0.000284491844444444,NA
357430,0.000177782200384615,NA
357431,0.000165499499615384,NA
357432,0.000132231848461538,NA
357433,9.31795623076923e-05,NA
357434,7.23197123076923e-05,NA
357435,0.000310958646538461,NA
357436,6.66187338461538e-05,NA
357437,6.40940715384615e-05,NA
357438,5.04568338461538e-05,NA
357439,6.71373023076923e-05,NA
357440,8.82832738461538e-05,NA
357441,0.000110042319999999,NA
357442,0.000128540078076923,NA
357443,5.98776642307692e-05,NA
357444,4.42580215384615e-05,NA
357445,5.00758426923076e-05,NA
357446,4.36963846153846e-05,NA
357447,4.55927133333333e-05,NA
357448,4.7028858076923e-05,NA
357449,3.77247019230769e-05,NA
357450,4.02487826923076e-05,NA
357451,3.95602392307692e-05,NA
357452,4.35495057692307e-05,NA
357453,4.3588653076923e-05,NA
357454,4.1814425e-05,NA
357455,4.36277376923077e-05,NA
357456,4.02017111538461e-05,NA
357457,4.965601734375e-05,NA
357458,4.952310953125e-05,NA
357459,0.000166150836031746,NA
357460,5.410428765625e-05,NA
357461,5.75576787499999e-05,NA
357462,5.361043203125e-05,NA
357463,6.369510125e-05,NA
357464,7.58907941269841e-05,NA
357465,8.716885484375e-05,NA
357466,5.222316671875e-05,NA
357467,4.1803985e-05,NA
357468,4.36773212698412e-05,NA
357469,5.4036556875e-05,NA
357470,9.013986171875e-05,NA
357471,4.22098821875e-05,NA
357472,7.48334615624999e-05,NA
357473,5.68022209523809e-05,NA
357474,5.193461875e-05,NA
357475,4.16706803125e-05,NA
357476,5.275073828125e-05,NA
357477,5.363173890625e-05,NA
357478,5.3558925079365e-05,NA
357479,9.25897590625e-05,NA
357480,5.38623931249999e-05,NA
357481,9.95418134375e-05,NA
357482,4.11828915873015e-05,NA
357483,3.80852215625e-05,NA
357484,4.008053109375e-05,NA
357485,0.00031621713515625,NA
357486,0.00022162509203125,NA
357487,7.80981753968253e-05,NA
357488,3.26802774999999e-05,NA
357489,5.65884359375e-05,NA
357490,4.425095328125e-05,NA
357491,3.14163026984126e-05,NA
357492,3.92630903125e-05,NA
357493,5.684227046875e-05,NA
357494,4.98093021875e-05,NA
357495,4.60466592187499e-05,NA
357496,5.84148711111111e-05,NA
357497,4.12321559375e-05,NA
357498,3.68065071875e-05,NA
357499,3.5359915625e-05,NA
357500,3.707012515625e-05,NA
357501,4.26834357142857e-05,NA
357502,3.764250375e-05,NA
357503,4.120068703125e-05,NA
357504,4.014033e-05,NA
357505,3.73202888888888e-05,NA
357506,3.95314657812499e-05,NA
357507,3.795235859375e-05,NA
357508,3.89414246875e-05,NA
357509,3.68837662499999e-05,NA
357510,3.86075839682539e-05,NA
357511,3.862423953125e-05,NA
357512,4.452924140625e-05,NA
357513,8.717826828125e-05,NA
357514,6.195191921875e-05,NA
357515,7.63466214285714e-05,NA
357516,6.6979439375e-05,NA
357517,3.65983487499999e-05,NA
357518,3.877136453125e-05,NA
357519,4.97403639682539e-05,NA
357520,6.753396890625e-05,NA
357521,4.16406376562499e-05,NA
357522,3.989819296875e-05,NA
357523,4.280141203125e-05,NA
357524,0.000165381134920634,NA
357525,6.485962828125e-05,NA
357526,0.0001454420203125,NA
357527,0.000179009599375,NA
357528,0.000128797244126984,NA
357529,0.00059482116171875,NA
357530,0.00015361974796875,NA
357531,3.649146546875e-05,NA
357532,3.227147015625e-05,NA
357533,0.00015050445063492,NA
357534,4.31848859374999e-05,NA
357535,4.73805296874999e-05,NA
357536,0.00016509838078125,NA
357537,0.00020228105203125,NA
357538,0.000185294552380952,NA
357539,0.00044082732015625,NA
357540,0.00023966352875,NA
357541,6.50695515625e-05,NA
357542,0.000710185997301587,NA
357543,0.0002181411084375,NA
357544,3.41783673437499e-05,NA
357545,3.73812046874999e-05,NA
357546,4.999635484375e-05,NA
357547,9.6322733015873e-05,NA
357548,3.0948856875e-05,NA
357549,5.965812234375e-05,NA
357550,4.73726778125e-05,NA
357551,0.000151103054444444,NA
357552,5.03626937499999e-05,NA
357553,5.01194646875e-05,NA
357554,4.928186984375e-05,NA
357555,0.00011732430546875,NA
357556,4.36163626984126e-05,NA
357557,3.866244578125e-05,NA
357558,3.755053109375e-05,NA
357559,0.000105992845,NA
357560,0.00031596417359375,NA
357561,0.000137170978095238,NA
357562,0.000131881321875,NA
357563,0.00011549186578125,NA
357564,0.00046118578046875,NA
357565,0.000183226738571428,NA
357566,5.78780096875e-05,NA
357567,4.602255796875e-05,NA
357568,4.665092328125e-05,NA
357569,8.51072028125e-05,NA
357570,0.000100287371904761,NA
357571,6.560745515625e-05,NA
357572,4.1459315e-05,NA
357573,3.799123125e-05,NA
357574,4.94023828125e-05,NA
357575,4.11389434920635e-05,NA
357576,5.067291234375e-05,NA
357577,0.00018637695375,NA
357578,9.389578390625e-05,NA
357579,3.22847855555555e-05,NA
357580,8.835656109375e-05,NA
357581,4.336195203125e-05,NA
357582,3.29562839062499e-05,NA
357583,5.95470721875e-05,NA
357584,3.28676733333333e-05,NA
357585,6.64129012499999e-05,NA
357586,3.32266646875e-05,NA
357587,2.970276296875e-05,NA
357588,3.41034246031746e-05,NA
357589,3.643576609375e-05,NA
357590,4.2843341875e-05,NA
357591,4.6040973125e-05,NA
357592,3.81106829687499e-05,NA
357593,3.61342252380952e-05,NA
357594,6.69773665624999e-05,NA
357595,7.89563903124999e-05,NA
357596,0.0002621932628125,NA
357597,7.555023e-05,NA
357598,3.61515588888888e-05,NA
357599,7.128832703125e-05,NA
357600,0.000177339026093749,NA
357601,0.0002232574778125,NA
357602,0.000127817189206349,NA
357603,4.2355823125e-05,NA
357604,5.485503796875e-05,NA
357605,4.40537271875e-05,NA
357606,3.70310835937499e-05,NA
357607,4.84526798412698e-05,NA
357608,3.955087671875e-05,NA
357609,3.9388498125e-05,NA
357610,3.72422003125e-05,NA
357611,3.70626519047619e-05,NA
357612,3.663053359375e-05,NA
357613,3.1224443125e-05,NA
357614,3.39596390625e-05,NA
357615,0.0001224591271875,NA
357616,4.05468484126984e-05,NA
357617,0.0001273629875,NA
357618,0.000211838611875,NA
357619,0.0005181623446875,NA
357620,0.000620253319062499,NA
357621,7.60783288888888e-05,NA
357622,9.79993496875e-05,NA
357623,8.69338990624999e-05,NA
357624,0.000179453741249999,NA
357625,7.10247555555555e-05,NA
357626,0.00017922023640625,NA
357627,6.97584868749999e-05,NA
357628,0.00017041214328125,NA
357629,2.588258375e-05,NA
357630,3.45459539682539e-05,NA
357631,0.00019170383484375,NA
357632,0.00051168072921875,NA
357633,0.00038147410046875,NA
357634,4.3070470625e-05,NA
357635,9.38341444444444e-05,NA
357636,3.42891801562499e-05,NA
357637,3.321378390625e-05,NA
357638,3.70603146875e-05,NA
357639,5.17554182539682e-05,NA
357640,6.2327451875e-05,NA
357641,4.861243796875e-05,NA
357642,0.000272606923124999,NA
357643,0.00022226770234375,NA
357644,6.01387992063492e-05,NA
357645,5.3246518125e-05,NA
357646,4.301425125e-05,NA
357647,6.6113709375e-05,NA
357648,5.51489888888888e-05,NA
357649,5.75305853125e-05,NA
357650,7.296018234375e-05,NA
357651,3.60144854687499e-05,NA
357652,4.02716778125e-05,NA
357653,3.99473363492063e-05,NA
357654,3.46264976562499e-05,NA
357655,4.063946453125e-05,NA
357656,0.0001068947875,NA
357657,0.00010149349125,NA
357658,0.000475818033333333,NA
357659,0.00047846161765625,NA
357660,0.000737260721875,NA
357661,0.00065268596734375,NA
357662,0.000950445978730158,NA
357663,0.0005238697425,NA
357664,7.80827203125e-05,NA
357665,0.00032052085625,NA
357666,8.824958203125e-05,NA
357667,4.0926659047619e-05,NA
357668,4.20204046875e-05,NA
357669,4.2471486875e-05,NA
357670,3.820207078125e-05,NA
357671,6.07411623809523e-05,NA
357672,4.65764817187499e-05,NA
357673,8.42573639062499e-05,NA
357674,0.0002053530934375,NA
357675,0.0002657699425,NA
357676,0.00012122141,NA
357677,0.000123632565,NA
357678,3.690765046875e-05,NA
357679,4.308511921875e-05,NA
357680,4.409078140625e-05,NA
357681,0.00012017150095238,NA
357682,3.6148689375e-05,NA
357683,7.748103625e-05,NA
357684,4.8895738125e-05,NA
357685,4.40382634920634e-05,NA
357686,6.700944265625e-05,NA
357687,6.864029140625e-05,NA
357688,5.846081234375e-05,NA
357689,8.342554046875e-05,NA
357690,4.32935098412698e-05,NA
357691,5.58844915624999e-05,NA
357692,4.99853378124999e-05,NA
357693,0.000313076636093749,NA
357694,6.375970390625e-05,NA
357695,0.000248026342539682,NA
357696,0.00017462785890625,NA
357697,5.61242384375e-05,NA
357698,6.20702412499999e-05,NA
357699,6.18932884126984e-05,NA
357700,3.86734021875e-05,NA
357701,3.84840126562499e-05,NA
357702,3.738113203125e-05,NA
357703,4.058932765625e-05,NA
357704,3.11789655555555e-05,NA
357705,3.33618625e-05,NA
357706,3.645427859375e-05,NA
357707,4.3444951875e-05,NA
357708,4.85288066666666e-05,NA
357709,6.83792717187499e-05,NA
357710,5.88881946875e-05,NA
357711,0.00034673230421875,NA
357712,0.00012134767140625,NA
357713,0.000106465867777777,NA
357714,0.000309825636875,NA
357715,5.964163859375e-05,NA
357716,4.5161093125e-05,NA
357717,3.94079703124999e-05,NA
357718,3.06196379365079e-05,NA
357719,3.1972545625e-05,NA
357720,4.425534328125e-05,NA
357721,6.24136315625e-05,NA
357722,4.15018466666666e-05,NA
357723,4.190063e-05,NA
357724,4.33868075e-05,NA
357725,4.65273734375e-05,NA
357726,3.170956953125e-05,NA
357727,3.8404116031746e-05,NA
357728,4.39515893749999e-05,NA
357729,0.000226844478437499,NA
357730,0.000122196573125,NA
357731,3.485087e-05,NA
357732,3.592407234375e-05,NA
357733,4.06284028125e-05,NA
357734,3.4715683125e-05,NA
357735,3.07907734375e-05,NA
357736,3.60416033333333e-05,NA
357737,3.711484390625e-05,NA
357738,8.11968940624999e-05,NA
357739,6.684242140625e-05,NA
357740,4.103506125e-05,NA
357741,5.41055492063492e-05,NA
357742,5.35178140624999e-05,NA
357743,6.206570046875e-05,NA
357744,4.455345296875e-05,NA
357745,6.01398825396825e-05,NA
357746,4.055348984375e-05,NA
357747,5.52716149999999e-05,NA
357748,0.0001907698309375,NA
357749,0.0004535719653125,NA
357750,5.36135198412698e-05,NA
357751,3.89689403125e-05,NA
357752,3.27331996875e-05,NA
357753,4.25509665625e-05,NA
357754,3.144125625e-05,NA
357755,2.69957179365079e-05,NA
357756,3.08604903125e-05,NA
357757,3.65219221875e-05,NA
357758,8.060299859375e-05,NA
357759,4.29082658730158e-05,NA
357760,6.10514165625e-05,NA
357761,4.87715628125e-05,NA
357762,6.157917078125e-05,NA
357763,8.44986284375e-05,NA
357764,5.44791193650793e-05,NA
357765,4.90484096875e-05,NA
357766,5.061696515625e-05,NA
357767,3.8993975e-05,NA
357768,5.19322436507936e-05,NA
357769,7.451650703125e-05,NA
357770,4.279295375e-05,NA
357771,7.001840484375e-05,NA
357772,4.387360375e-05,NA
357773,0.000179060244920634,NA
357774,0.00023331192609375,NA
357775,0.00019808253890625,NA
357776,0.00055169016375,NA
357777,0.00022337766328125,NA
357778,0.000142539352857142,NA
357779,0.00033694066609375,NA
357780,0.00059808874109375,NA
357781,0.0005216235796875,NA
357782,0.000115426472857142,NA
357783,0.000285080888125,NA
357784,0.00056483767734375,NA
357785,0.000371268584375,NA
357786,0.00047762974375,NA
357787,0.000553156109523809,NA
357788,0.00028138521875,NA
357789,0.00013100220875,NA
357790,4.57647282812499e-05,NA
357791,5.422600265625e-05,NA
358457,9.04945454545454e-05,3.2448795008762e-06
358458,8.48454545454545e-05,5.68048711681467e-06
358459,7.10072727272727e-05,2.13352926097534e-06
358460,7.55927272727272e-05,5.05777006362773e-06
358461,8.26e-05,1.30469238605206e-06
358462,7.99418181818181e-05,4.08783965657304e-06
358463,6.97836363636363e-05,2.50495970835777e-06
358464,6.50254545454545e-05,3.69873777889497e-07
358465,6.34018181818181e-05,1.49100221438661e-06
358466,6.86763636363636e-05,1.66492845998244e-06
358467,6.89203703703703e-05,2.41295727806953e-06
358468,6.73272727272727e-05,1.22955343637133e-06
358469,7.75381818181818e-05,3.52989780480918e-06
358470,8.75527272727272e-05,3.85278433180966e-06
358471,9.39727272727273e-05,2.04898684901539e-06
358472,9.37272727272727e-05,1.96935195113469e-06
358473,0.00010671787037037,3.89940552946165e-06
358474,0.000111530454545454,3.98001625770175e-06
358475,8.57679454545454e-05,9.14378464794167e-06
358476,6.73163636363636e-05,1.55969270124407e-06
358477,7.20545454545454e-05,3.39013639746079e-06
358478,8.07036363636363e-05,2.4929692873697e-06
358479,8.34629629629629e-05,6.40398110060452e-07
358480,8.27036363636363e-05,1.40673233693144e-06
358481,8.38238095238095e-05,6.06241160489126e-07
358484,3.14641509433962e-05,1.51422118217149e-06
358485,2.69272727272727e-05,1.17154979647466e-06
358486,2.83727272727272e-05,1.40044857040417e-06
358487,3.30181818181818e-05,1.31274741863161e-06
358488,3.32781818181818e-05,5.17929763258901e-07
358489,3.41490909090909e-05,6.41269402264751e-07
358490,3.28574074074074e-05,8.39444669134137e-07
358491,3.36381818181818e-05,1.42873000300532e-06
358492,3.58399999999999e-05,4.83020797594773e-07
358493,3.06436363636363e-05,1.70355389341476e-06
358494,2.54399999999999e-05,3.45674571079374e-07
358495,2.68163636363636e-05,1.46632052013487e-06
358496,3.14907407407407e-05,5.41352393793652e-07
358497,3.11690909090909e-05,9.95968733951153e-07
358498,2.86072727272727e-05,3.1325536806228e-07
358499,2.9710909090909e-05,6.59661821699774e-07
358500,3.13290909090909e-05,6.75727951518071e-07
358501,3.29690909090909e-05,5.6112637606635e-07
358502,3.29703703703703e-05,4.56488054944782e-07
358503,3.1370909090909e-05,2.37159499280914e-07
358504,3.23108108108108e-05,2.9388707500688e-07
358505,3.56333333333333e-05,1.14260910006684e-06
358506,4.12432432432432e-05,1.80652578927598e-06
358507,4.34277777777777e-05,1.87988047952095e-07
358508,4.27944444444444e-05,7.50904804014036e-07
358509,3.89842105263157e-05,1.28442621139588e-06
358510,3.39861111111111e-05,9.23505633074854e-07
358511,3.36052631578947e-05,1.50345861653532e-07
358512,3.45864864864864e-05,4.79956170387526e-07
358513,3.58055555555555e-05,2.50493340391012e-07
358514,3.55189189189189e-05,5.72730698396129e-07
358515,3.41777777777777e-05,2.37008100085573e-07
358516,3.39648648648648e-05,2.69349783855157e-07
358517,3.38222222222222e-05,7.18451696014542e-07
358518,3.14837837837837e-05,6.05610486499908e-07
358519,2.92777777777777e-05,8.58652403838295e-07
358520,2.60722222222222e-05,1.02756754606614e-06
358521,2.50842105263157e-05,5.48935005159259e-07
358522,2.66027777777777e-05,1.96477467058511e-07
358523,2.84444444444444e-05,7.04132423011327e-07
358524,3.12243243243243e-05,1.26478401219988e-06
358525,3.30444444444444e-05,1.73916398249984e-07
358526,3.36648648648648e-05,6.34254708924221e-07
358527,3.48499999999999e-05,3.13138237134265e-07
358528,3.41756756756756e-05,6.17932649791704e-07
358529,3.30111111111111e-05,1.99691119506793e-07
358530,3.13108108108108e-05,7.78697382078621e-07
358531,2.91578947368421e-05,3.93788334105471e-07
358532,2.79388888888888e-05,4.46142589175863e-07
358533,2.76111111111111e-05,3.0711722135745e-07
358534,2.85157894736842e-05,1.30840030470063e-07
358535,2.90666666666666e-05,7.42119087977624e-07
358536,3.07351351351351e-05,5.48322363369329e-07
358537,3.03166666666666e-05,1.11803398874989e-07
358538,3.10459459459459e-05,5.92564100578473e-07
358539,3.05555555555555e-05,2.21665970480666e-07
358540,3.13405405405405e-05,7.50660775389134e-07
358541,3.32777777777777e-05,2.22499826605563e-07
358542,3.38749999999999e-05,2.68095132369091e-07
358543,3.45421052631578e-05,3.70370780752824e-07
358544,3.45944444444444e-05,2.34454976066768e-07
358545,3.39210526315789e-05,5.15628331433878e-07
358546,3.14194444444444e-05,1.08007701485805e-06
358547,2.92222222222222e-05,1.5112745009706e-07
358548,2.95108108108108e-05,2.52323027394244e-07
358549,3.09222222222222e-05,5.82671582316751e-07
358550,3.43108108108108e-05,1.21606005003393e-06
358551,3.54222222222222e-05,2.48451997499976e-07
358552,3.48081081081081e-05,9.59554620328471e-07
